,wine_index,redwine,red_wineries,red_regions,red_countries,red_avg_wine_ratings,red_avg_price,vintage_year
1039,1039,Estate Cabernet Sauvignon 2004,Ch\xe2teau Montelena,Calistoga,United States,4.5,133.38,2004.0
1040,1040,Hermitage 2011,Domaine Jean-Louis Chave,Northern Rh\xf4ne,France,4.6,274.99,2011.0
1041,1041,Pessac-Leognan Premier Grand Cru Class\xe9 2012,Ch\xe2teau Haut-Brion,Pessac-Leognan,France,4.6,496.36,2012.0
1042,1042,Sor\xec Tild\xecn 2003,Gaja,Piemonte,Italy,4.6,274.99,2003.0
1043,1043,State Lane Vineyard Estate Cuv\xe9e 2006,Kapcsandy,Yountville,United States,4.6,119.94,2006.0
1044,1044,C\xf4te-R\xf4tie La Turque 2000,E. Guigal,Northern Rh\xf4ne,France,4.6,325.98,2000.0
1045,1045,Pauillac 1959,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.6,5950.0,1959.0
1046,1046,Brunello di Montalcino Riserva 2008,Biondi-Santi,Toscana,Italy,4.6,399.98,2008.0
1047,1047,Toro Victorino 2010,Teso La Monja,Toro,Spain,4.6,47.98,2010.0
1048,1048,Cabernet Sauvignon Estate Bottled 1995,Far Niente,Oakville,United States,4.6,129.99,1995.0
1049,1049,Cabernet Sauvignon State Ranch 2013,Nickel & Nickel,Oakville,United States,4.6,99.98,2013.0
1050,1050,Costa Russi 2000,Gaja,Piemonte,Italy,4.6,424.99,2000.0
1051,1051,Toscana 1994,Masseto,Toscana,Italy,4.6,724.49,1994.0
1052,1052,Saint-\xc9milion Premier Grand Cru Class\xe9 1983,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.6,470.24,1983.0
1053,1053,Pessac-L\xe9ognan Cru Class\xe9 des Graves 1975,Ch\xe2teau La Mission Haut-Brion,Pessac-Leognan,France,4.6,994.99,1975.0
1054,1054,Hommage a Jacques Perrin Ch\xe2teauneuf-du-Pape 2007,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.6,574.99,2007.0
1055,1055,Pomerol 2000,"[u""Clos l'Eglise""]",Pomerol,France,4.6,194.99,2000.0
1056,1056,Pomerol 2010,Ch\xe2teau Hosanna,Pomerol,France,4.6,249.99,2010.0
1057,1057,Barolo Riserva Granbussia 2006,Poderi Aldo Conterno,Piemonte,Italy,4.6,344.99,2006.0
1058,1058,Pinot Noir Westside Road Neighbors 2009,Williams Selyem,Sonoma County,United States,4.6,89.93,2009.0
1059,1059,Clos des Cistes 2002,Peyre Rose,Languedoc,France,4.6,79.97,2002.0
1060,1060,Basket Press Shiraz 1999,Rockford,Barossa,Australia,4.6,99.97,1999.0
1061,1061,IX Estate Red 2007,Colgin,Napa Valley,United States,4.7,499.99,2007.0
1062,1062,Reserve Walla Valley Red 2011,Leonetti Cellar,Columbia Valley,United States,4.6,153.95,2011.0
1063,1063,Saint-\xc9milion Premier Grand Cru Class\xe9 1996,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.6,563.54,1996.0
1064,1064,Brunello di Montalcino Cerretalto 2010,Casanova di Neri,Toscana,Italy,4.6,338.99,2010.0
1065,1065,Le Desir 2007,Verite,Sonoma County,United States,4.6,373.99,2007.0
1066,1066,Pomerol 2010,Ch\xe2teau La Conseillante,Pomerol,France,4.5,274.98,2010.0
1067,1067,Rioja Alavesa Vi\xf1a El Pison 2005,Artadi,Rioja,Spain,4.6,254.86,2005.0
1068,1068,Montefalco Sagrantino Cerrete 2007,Paolo Bea,Umbria,Italy,4.6,128.98,2007.0
1069,1069,Cabernet Sauvignon 2008,Au Sommet,Napa Valley,United States,4.6,189.93,2008.0
1070,1070,The Maiden Napa Valley 2011,Harlan Estate,Oakville,United States,4.6,278.99,2011.0
1071,1071,Astralis 2010,Clarendon Hills,South Australia,Australia,4.6,209.43,2010.0
1072,1072,Rioja La Nieta 2013,Vi\xf1edos de P\xe1ganos,Rioja,Spain,4.7,118.63,2013.0
1073,1073,Costa Russi 2004,Gaja,Piemonte,Italy,4.6,349.98,2004.0
1074,1074,Ermitage Le Pavillon 2000,M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.6,198.99,2000.0
1075,1075,Backus Vineyard Cabernet Sauvignon 2010,Joseph Phelps,St. Helena,United States,4.6,199.94,2010.0
1076,1076,C\xf4te-R\xf4tie La Mouline  2004,E. Guigal,Northern Rh\xf4ne,France,4.6,367.94,2004.0
1077,1077,Terroir Selection Cabernet Sauvignon 2012,Revana,St. Helena,United States,4.5,104.97,2012.0
1078,1078,Cabernet Sauvignon Trailside Vineyard 2005,Heitz Cellar,St. Helena,United States,4.6,89.98,2005.0
1079,1079,Carruades de Lafite Pauillac 1990,Ch\xe2teau Lafite Rothschild,Pauillac,France,4.6,292.26,1990.0
1080,1080,Bolgheri Superiore 1988,Ornellaia,Toscana,Italy,4.6,276.99,1988.0
1081,1081,Marcassin Vineyard Pinot Noir 2006,Marcassin,California,United States,4.6,324.94,2006.0
1082,1082,Chambertin Grand Cru 2002,Domaine Armand Rousseau,C\xf4te de Nuits,France,4.6,1780.96,2002.0
1083,1083,Saint-\xc9milion Grand Cru 2010,Le Dome,Saint-\xc9milion,France,4.6,291.24,2010.0
1084,1084,Pian delle Vigne Vigna Ferrovia Riserva Brunello di Montalcino 2010,Marchesi Antinori,Toscana,Italy,4.6,129.94,2010.0
1085,1085,C\xf4te-R\xf4tie La Landonne 2009,E. Guigal,Northern Rh\xf4ne,France,4.6,599.94,2009.0
1086,1086,Herold Napa Valley Cabernet Sauvignon 2012,Mark Herold,California,United States,4.6,92.47,2012.0
1087,1087,Walla Walla Valley Cabernet Sauvignon 2012,Doubleback,Columbia Valley,United States,4.6,102.98,2012.0
1088,1088,Pergole Vece Amarone della Valpolicella Classico 2011,Le Salette,Verona,Italy,4.6,114.98,2011.0
1089,1089,Saint-\xc9milion Premier Grand Cru Class\xe9 2007,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.6,938.07,2007.0
1090,1090,Conteisa 1998,Gaja,Piemonte,Italy,4.6,169.93,1998.0
1091,1091,Saint-\xc9milion Grand Cru 2005,Ch\xe2teau Tertre Roteboeuf,Saint-\xc9milion,France,4.6,319.99,2005.0
1092,1092,C\xf4te-R\xf4tie La Turque 1998,E. Guigal,Northern Rh\xf4ne,France,4.6,450.0,1998.0
1093,1093,Barolo Bussia Romirasco 2009,Poderi Aldo Conterno,Piemonte,Italy,4.6,179.54,2009.0
1094,1094,Reserve Cabernet Sauvignon 2009,Pride Mountain,St. Helena,United States,4.6,195.97,2009.0
1095,1095,Brunello di Montalcino 2011,Salvioni,Toscana,Italy,4.5,161.97,2011.0
1096,1096,C\xf4te-R\xf4tie La Mouline  2007,E. Guigal,Northern Rh\xf4ne,France,4.5,425.54,2007.0
1097,1097,J. Daniel Cuv\xe9e Cabernet Sauvignon 2011,Lail Vineyards,Rutherford,United States,4.5,129.94,2011.0
1098,1098,Pessac-Leognan Premier Grand Cru Class\xe9 1959,Ch\xe2teau Haut-Brion,Pessac-Leognan,France,4.6,3071.44,1959.0
1099,1099,La Joie 2009,Verite,Sonoma County,United States,4.6,349.96,2009.0
1100,1100,Napa Valley Cabernet Sauvignon 2012,Maze,Napa Valley,United States,4.5,69.98,2012.0
1101,1101,C\xf4te-R\xf4tie La Mouline  2005,E. Guigal,Northern Rh\xf4ne,France,4.6,628.99,2005.0
1102,1102,Cariad 2005,Colgin,Napa Valley,United States,4.6,444.99,2005.0
1103,1103,Saint-\xc9milion Premier Grand Cru Class\xe9 2001,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.6,674.99,2001.0
1104,1104,Astralis 2008,Clarendon Hills,South Australia,Australia,4.6,186.99,2008.0
1105,1105,Napa Valley 2012,Harlan Estate,Oakville,United States,4.7,1100.0,2012.0
1106,1106,La T\xe2che 1985,Domaine de la Roman\xe9e-Conti,C\xf4te de Nuits,France,4.7,4318.77,1985.0
1107,1107,Cabernet Sauvignon Family Reserve 2011,Venge Vineyards,Calistoga,United States,4.6,129.94,2011.0
1108,1108,Saint-\xc9milion Grand Cru 2011,Ch\xe2teau Tertre Roteboeuf,Saint-\xc9milion,France,4.7,169.99,2011.0
1109,1109,Pinot Noir UV Vineyard 2012,Aubert,Calistoga,United States,4.6,127.89,2012.0
1110,1110,Cabernet Sauvignon 2012,Hourglass,St. Helena,United States,4.6,164.88,2012.0
1111,1111,Family Estate Grown Cabernet Sauvignon 2003,Spottswoode,St. Helena,United States,4.6,233.99,2003.0
1112,1112,Cabernet Sauvignon 2001,Quilceda Creek,Columbia Valley,United States,4.6,194.96,2001.0
1113,1113,La Colombiere Vosne-Roman\xe9e 2009,Domaine du Comte Liger-Belair,Bourgogne,France,4.6,314.95,2009.0
1114,1114,Insignia 2013,Joseph Phelps,St. Helena,United States,4.6,209.94,2013.0
1115,1115,Le Desir 2008,Verite,Sonoma County,United States,4.6,449.98,2008.0
1116,1116,Brunello Di Montalcino Riserva 2010,Renieri,Brunello di Montalcino,Italy,4.6,124.98,2010.0
1117,1117,Vecina 2003,Bond Estates,Oakville,United States,4.6,249.99,2003.0
1118,1118,Second Flight 2010,Screaming Eagle,Oakville,United States,4.6,598.99,2010.0
1119,1119,Chambertin Grand Cru 2006,Domaine Armand Rousseau,C\xf4te de Nuits,France,4.6,1500.0,2006.0
1120,1120,Red Blend 2009,Ovid,Napa Valley,United States,4.6,327.49,2009.0
1121,1121,Estate Cabernet Sauvignon 1997,Ch\xe2teau Montelena,Calistoga,United States,4.6,215.98,1997.0
1122,1122,ERA Red 2012,Alpha Omega,St. Helena,United States,4.6,199.98,2012.0
1123,1123,IX Estate Red 2003,Colgin,Napa Valley,United States,4.6,248.99,2003.0
1124,1124,Materium 2009,Maybach Family Vineyards,Oakville,United States,4.6,268.77,2009.0
1125,1125,Elevation 1147 2009,David Arthur,Rutherford,United States,4.6,159.94,2009.0
1126,1126,Cabernet Sauvignon 2009,Dalla Valle,Oakville,United States,4.6,174.99,2009.0
1127,1127,Franchetti 2010,Passopisciaro,Terre Siciliane,Italy,4.5,121.96,2010.0
1128,1128,Conteisa 2007,Gaja,Piemonte,Italy,4.6,179.99,2007.0
1129,1129,La Reine Des Bois Ch\xe2teauneuf-du-Pape 2000,Domaine de la Mordoree,Ch\xe2teauneuf-du-Pape,France,4.6,134.99,2000.0
1130,1130,Pinot Noir Keefer Ranch 2011,Kosta Browne,Sonoma County,United States,4.7,153.11,2011.0
1131,1131,Cabernet Sauvignon 2006,Grace Family Vineyards,St. Helena,United States,4.6,224.96,2006.0
1132,1132,Gowan Creek Pinot Noir 2012,Goldeneye,North Coast,United States,4.5,75.47,2012.0
1133,1133,Veneto Vigna Ser\xe9 Rosso Passito 2004,Dal forno Romano,Veneto,Italy,4.6,202.83,2004.0
1134,1134,Saint-\xc9milion Premier Grand Cru Class\xe9 2005,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.6,1874.99,2005.0
1135,1135,Hommage a Jacques Perrin Ch\xe2teauneuf-du-Pape 1995,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.6,398.99,1995.0
1136,1136,"[u""Stagecoach Her Majesty's Secret Service 2012""]",Pott,California,United States,4.6,127.47,2012.0
1137,1137,Estate Cabernet Sauvignon 2009,Knights Bridge,Calistoga,United States,4.6,99.94,2009.0
1138,1138,Maya 2009,Dalla Valle,Oakville,United States,4.6,441.96,2009.0
1139,1139,Cabernet Sauvignon Cave Collection 2006,Far Niente,Oakville,United States,4.6,149.97,2006.0
1140,1140,Claret 2005,Robert Foley Vineyards,Napa County,United States,4.6,117.76,2005.0
1141,1141,Cabernet Sauvignon Hillside Select 1996,Shafer,Napa Valley,United States,4.6,282.48,1996.0
1142,1142,"[u""Barolo Rocche dell'Annunziata Torriglione 2009""]",Roberto Voerzio,Piemonte,Italy,4.6,130.78,2009.0
1143,1143,Darmagi 2008,Gaja,Piemonte,Italy,4.6,215.0,2008.0
1144,1144,"[u""Cabernet Sauvignon Samantha's 2009""]",Rudd,Oakville,United States,4.6,89.93,2009.0
1145,1145,James Berry Vineyard 2011,Saxum,Paso Robles,United States,4.6,137.99,2011.0
1146,1146,C\xf4te-R\xf4tie La Turque 2010,E. Guigal,Northern Rh\xf4ne,France,4.6,625.98,2010.0
1147,1147,Intistieti Brunello di Montalcino Riserva 1995,Soldera,Toscana,Italy,4.6,617.49,1995.0
1148,1148,Sor\xec Tild\xecn 2009,Gaja,Piemonte,Italy,4.6,470.97,2009.0
1149,1149,Cabernet Sauvignon 1999,Dalla Valle,Oakville,United States,4.6,188.49,1999.0
1150,1150,Matriarch 2002,Bond Estates,Oakville,United States,4.6,139.98,2002.0
1151,1151,Franchetti 2010,Passopisciaro,Terre Siciliane,Italy,4.5,121.96,2010.0
1152,1152,Conteisa 2007,Gaja,Piemonte,Italy,4.6,179.99,2007.0
1153,1153,La Reine Des Bois Ch\xe2teauneuf-du-Pape 2000,Domaine de la Mordoree,Ch\xe2teauneuf-du-Pape,France,4.6,134.99,2000.0
1154,1154,Pinot Noir Keefer Ranch 2011,Kosta Browne,Sonoma County,United States,4.7,153.11,2011.0
1155,1155,Cabernet Sauvignon 2006,Grace Family Vineyards,St. Helena,United States,4.6,224.96,2006.0
1156,1156,Gowan Creek Pinot Noir 2012,Goldeneye,North Coast,United States,4.5,75.47,2012.0
1157,1157,Veneto Vigna Ser\xe9 Rosso Passito 2004,Dal forno Romano,Veneto,Italy,4.6,202.83,2004.0
1158,1158,Saint-\xc9milion Premier Grand Cru Class\xe9 2005,Ch\xe2teau Ausone,Saint-\xc9milion,France,4.6,1874.99,2005.0
1159,1159,Hommage a Jacques Perrin Ch\xe2teauneuf-du-Pape 1995,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.6,398.99,1995.0
1160,1160,"[u""Stagecoach Her Majesty's Secret Service 2012""]",Pott,California,United States,4.6,127.47,2012.0
1161,1161,Estate Cabernet Sauvignon 2009,Knights Bridge,Calistoga,United States,4.6,99.94,2009.0
1162,1162,Maya 2009,Dalla Valle,Oakville,United States,4.6,441.96,2009.0
1163,1163,Cabernet Sauvignon Cave Collection 2006,Far Niente,Oakville,United States,4.6,149.97,2006.0
1164,1164,Claret 2005,Robert Foley Vineyards,Napa County,United States,4.6,117.76,2005.0
1165,1165,Cabernet Sauvignon Hillside Select 1996,Shafer,Napa Valley,United States,4.6,282.48,1996.0
1166,1166,"[u""Barolo Rocche dell'Annunziata Torriglione 2009""]",Roberto Voerzio,Piemonte,Italy,4.6,130.78,2009.0
1167,1167,Darmagi 2008,Gaja,Piemonte,Italy,4.6,215.0,2008.0
1168,1168,"[u""Cabernet Sauvignon Samantha's 2009""]",Rudd,Oakville,United States,4.6,89.93,2009.0
1169,1169,James Berry Vineyard 2011,Saxum,Paso Robles,United States,4.6,137.99,2011.0
1170,1170,C\xf4te-R\xf4tie La Turque 2010,E. Guigal,Northern Rh\xf4ne,France,4.6,625.98,2010.0
1171,1171,Intistieti Brunello di Montalcino Riserva 1995,Soldera,Toscana,Italy,4.6,617.49,1995.0
1172,1172,Sor\xec Tild\xecn 2009,Gaja,Piemonte,Italy,4.6,470.97,2009.0
1173,1173,Cabernet Sauvignon 1999,Dalla Valle,Oakville,United States,4.6,188.49,1999.0
1174,1174,Matriarch 2002,Bond Estates,Oakville,United States,4.6,139.98,2002.0
1175,1175,Pomerol 1993,Ch\xe2teau Lafleur,Pomerol,France,4.6,494.99,1993.0
1176,1176,Cabernet Sauvignon C.C. Ranch 2013,Nickel & Nickel,Oakville,United States,4.6,99.98,2013.0
1177,1177,Barolo Lazzarito 2007,Vietti,Barolo,Italy,4.6,135.96,2007.0
1178,1178,"[u""Barolo Riserva Rocche Dell'Annunziata 1998""]",Paolo Scavino,Barolo,Italy,4.6,312.98,1998.0
1179,1179,Langhe Larigi Rosso 2007,Elio Altare,Piemonte,Italy,4.6,74.98,2007.0
1180,1180,Sor\xec Tild\xecn 2011,Gaja,Piemonte,Italy,4.6,434.97,2011.0
1181,1181,Priorat 2012,Clos Erasmus,Priorat,Spain,4.6,179.97,2012.0
1182,1182,Saint-\xc9milion Grand Cru 2008,Ch\xe2teau Tertre Roteboeuf,Saint-\xc9milion,France,4.6,249.98,2008.0
1183,1183,Pomerol 2012,P\xe9trus,Pomerol,France,4.6,2198.99,2012.0
1184,1184,Conteisa 2008,Gaja,Piemonte,Italy,4.6,199.49,2008.0
1185,1185,Vecina 2009,Bond Estates,Oakville,United States,4.6,399.49,2009.0
1186,1186,Pomerol 1959,P\xe9trus,Pomerol,France,4.6,7528.88,1959.0
1187,1187,Brunello di Montalcino Riserva 2010,Uccelliera,Toscana,Italy,4.6,139.98,2010.0
1188,1188,Brunello di Montalcino Riserva 1999,Biondi-Santi,Toscana,Italy,4.6,512.49,1999.0
1189,1189,Cabernet Franc 2008,Jarvis,Napa Valley,United States,4.6,87.99,2008.0
1190,1190,BRV Estate Grown Cabernet Sauvignon 2012,Trinchero Napa Valley,St. Helena,United States,4.6,74.74,2012.0
1191,1191,C\xf4te-R\xf4tie La Mouline  1998,E. Guigal,Northern Rh\xf4ne,France,4.6,469.49,1998.0
1192,1192,Maipo 2013,Vi\xf1edo Chadwick,Aconcagua,Chile,4.6,340.42,2013.0
1193,1193,Cabernet Sauvignon Proprietor Grown 2009,Bryant Family Vineyard,St. Helena,United States,4.6,499.98,2009.0
1194,1194,Chambertin Grand Cru 2000,Domaine Trapet ,Gevrey-Chambertin,France,4.6,264.93,2000.0
1195,1195,H\u0101Lo 2010,Trefethen,Napa Valley,United States,4.6,222.49,2010.0
1196,1196,Soul of a Lion 2013,Daou,California,United States,4.6,139.46,2013.0
1197,1197,Les Pavots 1996,Peter Michael Winery,Knights Valley,United States,4.6,162.48,1996.0
1198,1198,Elevation 1147 2007,David Arthur,Rutherford,United States,4.6,121.97,2007.0
1199,1199,"[u""Cabernet Sauvignon Martha's Vineyard 2003""]",Heitz Cellar,St. Helena,United States,4.6,169.98,2003.0
1200,1200,Aurus Rioja 2005,Allende,Rioja,Spain,4.6,164.98,2005.0
1201,1201,Ark Vineyard Cabernet Sauvignon 2011,Hundred Acre,Rutherford,United States,4.6,300.0,2011.0
1202,1202,"[u""Barolo Rocche dell'Annunziata Torriglione 2011""]",Roberto Voerzio,Piemonte,Italy,4.5,239.97,2011.0
1203,1203,Amarone 2008,Marchesi Fumanelli,Valpolicella,Italy,4.6,77.34,2008.0
1204,1204,Sor\xec Tild\xecn 2007,Gaja,Piemonte,Italy,4.6,374.99,2007.0
1205,1205,Blue-Slide Ridge Sonoma Coast Pinot Noir 2006,Marcassin,California,United States,4.6,219.94,2006.0
1206,1206,"[u""Barolo Riserva Rocche Dell'Annunziata 2007""]",Paolo Scavino,Barolo,Italy,4.6,179.97,2007.0
1207,1207,Eisele Vineyard Cabernet\xa0Sauvignon 1994,Araujo Estate,Calistoga,United States,4.6,349.94,1994.0
1208,1208,Costa Russi 2008,Gaja,Piemonte,Italy,4.6,379.99,2008.0
1209,1209,Le Petit Cheval Saint-\xc9milion Grand Cru 2010,Ch\xe2teau Cheval Blanc,Saint-\xc9milion,France,4.6,336.98,2010.0
1210,1210,Zuccardi Aluvional 2011,Altamira,,,4.6,73.73,2011.0
1211,1211,Priorat La Creu Alta 2010,Bodegas Mas Alta,Priorat,Spain,4.6,47.49,2010.0
1212,1212,La Joie 2005,Verite,Sonoma County,United States,4.6,388.99,2005.0
1213,1213,"[u""Alexander's Crown Cabernet Sauvignon 2008""]",Rodney Strong,Sonoma County,United States,4.6,74.98,2008.0
1214,1214,"[u""Ca' del Merlo Rosso Veneto 2007""]",Quintarelli Giuseppe,Veneto,Italy,4.6,88.99,2007.0
1215,1215,Reserve Cabernet Sauvignon 2013,St. Francis,Sonoma County,United States,4.6,48.46,2013.0
1216,1216,Christian Moueix 2013,Dominus,Yountville,United States,4.7,299.98,2013.0
1217,1217,Melbury 2002,Bond Estates,Oakville,United States,4.6,594.99,2002.0
1218,1218,"[u""Cabernet Sauvignon Martha's Vineyard 1997""]",Heitz Cellar,St. Helena,United States,4.6,263.64,1997.0
1219,1219,C\xf4te-R\xf4tie La Mouline  2010,E. Guigal,Northern Rh\xf4ne,France,4.6,594.99,2010.0
1220,1220,Terreus Paraje de Cueva Baja 2001,Bodegas Mauro,Castilla y Le\xf3n,Spain,4.6,119.94,2001.0
1221,1221,Eisele Vineyard Cabernet\xa0Sauvignon 2003,Araujo Estate,Calistoga,United States,4.6,284.49,2003.0
1222,1222,Second Flight 2006,Screaming Eagle,Oakville,United States,4.5,639.64,2006.0
1223,1223,Termanthia 2005,Bodega Numanthia,Toro,Spain,4.6,202.48,2005.0
1224,1224,Pinot Noir CIX 2012,Aubert,Calistoga,United States,4.6,127.47,2012.0
1225,1225,Cabernet Sauvignon RBS To Kalon Beckstoffer 2005,Schrader,Calistoga,United States,4.6,479.89,2005.0
1226,1226,Cabernet Sauvignon Galitzine Vineyard 2007,Quilceda Creek,Columbia Valley,United States,4.6,143.99,2007.0
1227,1227,"[u""Ermitage l'Ermite 2011""]",M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.6,293.87,2011.0
1228,1228,Les Pavots 2003,Peter Michael Winery,Knights Valley,United States,4.6,124.99,2003.0
1229,1229,Sor\xec San Lorenzo 2007,Gaja,Piemonte,Italy,4.6,499.98,2007.0
1230,1230,Musigny Grand Cru Cuve\xe9 Vieilles Vignes 2008,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.6,598.99,2008.0
1231,1231,"[u""Pinot Noir Gap's Crown Vineyard 2011""]",Kosta Browne,Sonoma County,United States,4.6,153.11,2011.0
1232,1232,The Maiden Napa Valley 2010,Harlan Estate,Oakville,United States,4.6,247.98,2010.0
1233,1233,Cabernet Sauvignon 2000,Quilceda Creek,Columbia Valley,United States,4.6,134.99,2000.0
1234,1234,Backus Vineyard Cabernet Sauvignon 2002,Joseph Phelps,St. Helena,United States,4.6,250.54,2002.0
1235,1235,Musigny Grand Cru Cuve\xe9 Vieilles Vignes 1996,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.6,848.27,1996.0
1236,1236,Lake William Blend 2010,Jarvis,Napa Valley,United States,4.6,157.14,2010.0
1237,1237,Saggi 2010,Long Shadows,Columbia Valley,United States,4.6,53.99,2010.0
1238,1238,Pinot Noir Ferrington Vineyard  2013,Williams Selyem,Sonoma County,United States,4.6,94.99,2013.0
1239,1239,Pomerol 2009,"[u""Ch\xe2teau l'Eglise-Clinet""]",Pomerol,France,4.6,501.99,2009.0
1240,1240,Estate Cabernet Sauvignon 1999,Ch\xe2teau Montelena,Calistoga,United States,4.6,131.23,1999.0
1241,1241,Estate Cabernet Sauvignon 2012,Staglin,Rutherford,United States,4.6,214.98,2012.0
1242,1242,Le Caprice 2011,Peter Michael Winery,Knights Valley,United States,4.6,114.98,2011.0
1243,1243,"[u""Barolo Riserva Rocche Dell'Annunziata 1997""]",Paolo Scavino,Barolo,Italy,4.6,168.99,1997.0
1244,1244,Barolo Cerretta Vigna Bricco 2005,Elio Altare,Piemonte,Italy,4.6,134.98,2005.0
1245,1245,Pomerol 2007,Le Pin,Pomerol,France,4.6,2327.54,2007.0
1246,1246,Saint-\xc9milion Grand Cru 2012,Ch\xe2teau Tertre Roteboeuf,Saint-\xc9milion,France,4.6,189.93,2012.0
1247,1247,Pomerol 2005,"[u""Clos l'Eglise""]",Pomerol,France,4.6,169.46,2005.0
1248,1248,Cabernet Sauvignon 2005,Merus,St. Helena,United States,4.6,169.98,2005.0
1249,1249,Saint-\xc9milion Grand Cru 2009,Les Asteries,Saint-\xc9milion,France,4.5,164.98,2009.0
1250,1250,Zinfandel Papera Vineyard 2013,Williams Selyem,Sonoma County,United States,4.5,84.94,2013.0
1251,1251,Le Desir 2003,Verite,Sonoma County,United States,4.6,447.89,2003.0
1252,1252,Chianti Classico Gran Selezione 2010,Renzo Marinai,Chianti,Italy,4.6,81.98,2010.0
1253,1253,Bonnes-Mares Grand Cru 2002,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.6,595.63,2002.0
1254,1254,Apricot Block Shiraz 2001,Greenock Creek,Barossa Valley,Australia,4.6,159.94,2001.0
1255,1255,State Lane Vineyard Estate Cuv\xe9e 2012,Kapcsandy,Yountville,United States,4.6,159.98,2012.0
1256,1256,Falletto Barolo Le Rocche del Falletto Riserva 2008,Bruno Giacosa,Piemonte,Italy,4.6,360.16,2008.0
1257,1257,Reserve Walla Valley Red 2012,Leonetti Cellar,Columbia Valley,United States,4.6,193.97,2012.0
1258,1258,Cabernet Sauvignon 1986,Dunn,Napa Valley,United States,4.6,181.82,1986.0
1259,1259,Melbury 2001,Bond Estates,Oakville,United States,4.6,334.99,2001.0
1260,1260,Les Forts de Latour 1983,Ch\xe2teau Latour,Pauillac,France,4.6,198.99,1983.0
1261,1261,Bonnes-Mares Grand Cru 2003,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.6,445.31,2003.0
1262,1262,Cabernet Sauvignon 1985,Caymus Vineyards,Rutherford,United States,4.6,138.99,1985.0
1263,1263,Pluribus 2005,Bond Estates,Oakville,United States,4.6,348.99,2005.0
1264,1264,Cabernet Sauvignon 2013,Leonetti Cellar,Columbia Valley,United States,4.6,119.96,2013.0
1265,1265,Gaston Hochar 1981,Ch\xe2teau Musar,Bekaa Valley,Lebanon,4.6,535.48,1981.0
1266,1266,Cariad 2006,Colgin,Napa Valley,United States,4.6,298.99,2006.0
1267,1267,Toro Tinto 2008,Teso La Monja,Toro,Spain,4.6,1337.98,2008.0
1268,1268,Second Flight 2009,Screaming Eagle,Oakville,United States,4.6,464.99,2009.0
1269,1269,God Only Knows 2010,Cayuse,Columbia Valley,United States,4.6,117.94,2010.0
1270,1270,Pagliaro Secco Sagrantino di Montefalco 2009,Paolo Bea,Umbria,Italy,4.6,78.99,2009.0
1271,1271,Pinot Noir Santa Lucia Highlands 2013,Kosta Browne,Sonoma County,United States,4.6,114.47,2013.0
1272,1272,Bandol Cuv\xe9e La Tourtine 2013,Domaine Tempier,Bandol,France,4.5,69.98,2013.0
1273,1273,1902 Centenerary Carignan Priorat 2012,Mas Doix,Priorat,Spain,4.6,149.98,2012.0
1274,1274,Proprietary Red 2007,Amuse Bouche,Napa Valley,United States,4.5,199.94,2007.0
1275,1275,Le Desir 2003,Verite,Sonoma County,United States,4.6,447.89,2003.0
1276,1276,Chianti Classico Gran Selezione 2010,Renzo Marinai,Chianti,Italy,4.6,81.98,2010.0
1277,1277,Bonnes-Mares Grand Cru 2002,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.6,595.63,2002.0
1278,1278,Apricot Block Shiraz 2001,Greenock Creek,Barossa Valley,Australia,4.6,159.94,2001.0
1279,1279,State Lane Vineyard Estate Cuv\xe9e 2012,Kapcsandy,Yountville,United States,4.6,159.98,2012.0
1280,1280,Falletto Barolo Le Rocche del Falletto Riserva 2008,Bruno Giacosa,Piemonte,Italy,4.6,360.16,2008.0
1281,1281,Reserve Walla Valley Red 2012,Leonetti Cellar,Columbia Valley,United States,4.6,193.97,2012.0
1282,1282,Cabernet Sauvignon 1986,Dunn,Napa Valley,United States,4.6,181.82,1986.0
1283,1283,Melbury 2001,Bond Estates,Oakville,United States,4.6,334.99,2001.0
1284,1284,Les Forts de Latour 1983,Ch\xe2teau Latour,Pauillac,France,4.6,198.99,1983.0
1285,1285,Bonnes-Mares Grand Cru 2003,Domaine Comte Georges de Vog\xfc\xe9,C\xf4te de Nuits,France,4.6,445.31,2003.0
1286,1286,Cabernet Sauvignon 1985,Caymus Vineyards,Rutherford,United States,4.6,138.99,1985.0
